Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Kakan,,6,50%,2.4,2,4,7.5,7.4,346,54.50%,19,570,0.89,0.38,0.13,0.1,-459,-6,-277,0%,0%,0,3
Kakarot1,,24,54.20%,3.9,4.8,2.7,5.7,8.6,430,62.90%,20.5,543,0.74,0.33,0.16,0.08,-583,-9,-216,12.50%,12.50%,0,5
KalenBoss,,14,35.70%,2.6,3.2,3.6,6,6.4,359,75.10%,18.8,450,1.26,0.21,0.29,0.19,250,6,299,28.60%,0%,1,4
Kamikaze,,1,0%,3.4,4,5,13,7.4,373,65.40%,16.2,432,0.99,0.39,0.07,0.15,-919,7,-123,0%,0%,0,-
Kamiloo,,32,56.30%,3.4,5.1,3.6,7.1,9.3,467,62.70%,29.2,839,1.35,0.48,0.25,0.17,343,6,44,15.60%,12.50%,0,19
Kamyta,,21,42.90%,2.4,0.6,3.4,7.6,1,239,65.10%,6.6,154,3.01,1.52,0.33,0.42,-271,-2,-375,19%,9.50%,0,-
Kanavi,,38,63.20%,4.7,3.9,2.4,7.5,7.5,403,75.10%,25,649,1.88,0.5,0.52,0.18,307,-,-,-,-,-,-
Kangin,,45,40%,2.4,2.4,2.9,4.4,8.2,381,60.80%,24.2,551,0.96,0.34,0.18,0.18,-19,3,-74,20%,11.10%,0,7
Kaori,,22,50%,3.7,5.4,2.7,4.5,10,467,68.10%,26.3,633,0.97,0.35,0.24,0.11,359,5,234,13.60%,4.50%,1,13
Karbey,,1,0%,3.5,0,2,7,6.9,320,100%,12.8,170,1.22,0.49,0.17,0.21,-1404,-49,314,100%,0%,0,-
Karis,,39,30.80%,3.4,3.6,2.2,4,9.5,432,67.20%,28.4,660,1.2,0.32,0.32,0.2,-31,0,22,25.60%,7.70%,0,12
Karsa,,39,56.40%,3.9,2.1,2.5,7.8,6.7,361,68%,17.3,486,1.48,0.4,0.33,0.3,62,6,202,35.90%,15.40%,0,1
Kasi,,12,41.70%,6.1,5.3,1.8,5.8,8.7,415,64.10%,24.1,616,1.04,0.4,0.26,0.07,246,-3,-23,41.70%,8.30%,0,5
Kati,,43,74.40%,4.7,5.5,2.5,6.2,10.4,500,64.90%,26.4,802,1.34,0.36,0.41,0.09,673,12,276,18.60%,7%,0,17
Katsurii,,17,29.40%,3.1,5.4,3.6,5.6,9.2,452,65.20%,30.2,775,0.94,0.36,0.24,0.09,420,16,242,23.50%,5.90%,0,4
Kayleqlated,,18,38.90%,2.3,2.6,2.8,3.9,7.9,387,38.90%,22.2,563,0.73,0.27,0.13,0.06,201,1,-15,16.70%,11.10%,0,15
Kaymin,,18,22.20%,2.2,3.4,3.7,4.7,8.3,398,64.30%,29.4,706,0.92,0.43,0.17,0.14,-307,-10,-300,11.10%,11.10%,0,4
Kaze,,33,57.60%,3.6,4.8,3.3,7.1,8.4,431,69.10%,27.8,737,1.22,0.48,0.25,0.15,-242,-10,-221,18.20%,18.20%,0,10
Kazing,,18,11.10%,2.5,3.3,3.2,4.8,8.7,401,66.60%,23.9,564,1.09,0.37,0.3,0.06,-376,1,130,11.10%,5.60%,0,2
Kazuto,,12,33.30%,2.4,2.1,3.3,5.8,5.8,327,73.50%,18.8,463,1.45,0.42,0.36,0.27,-799,-18,-1041,16.70%,8.30%,0,-
Kebap,,6,16.70%,2.3,1.3,2.8,5.2,7.9,369,47.90%,21.5,485,0.82,0.35,0.1,0.06,114,6,384,16.70%,16.70%,0,3
Keduii,,46,80.40%,7.3,5.7,1.9,7.9,9.8,477,70.60%,24,740,1.37,0.42,0.37,0.12,190,2,178,32.60%,4.30%,0,7
Keel,,28,42.90%,4.4,3.2,2.9,9.3,6.5,359,72%,18.8,544,1.25,0.3,0.27,0.19,100,5,172,28.60%,10.70%,0,2
Kehvo,,14,28.60%,2.2,2.1,2.9,4.4,9,396,62.20%,26.2,592,0.84,0.3,0.21,0.05,-328,7,-294,14.30%,7.10%,0,4
Keine,,32,71.90%,5.4,4.8,2.2,6.9,9.3,460,65.30%,25.6,769,1.41,0.47,0.35,0.2,408,7,228,31.30%,3.10%,0,10
Kektz,,30,63.30%,2.3,2.2,2.9,4.6,8.3,402,49.70%,22.5,585,0.89,0.36,0.16,0.04,707,18,193,20%,16.70%,0,10
Kellin,,35,60%,3.4,0.6,3,9.7,0.9,247,71.20%,7.2,183,3.64,2.09,0.4,0.5,-83,-9,-281,34.30%,11.40%,0,-
Kenal,,33,54.50%,4.4,4.7,2.5,6,8.8,445,72.90%,29.6,760,1.09,0.39,0.31,0.1,200,7,142,27.30%,12.10%,0,1
Kenvi,,28,57.10%,3.2,2.9,4,9.7,6.6,370,74.20%,19.4,522,1.61,0.37,0.4,0.18,15,-3,-28,39.30%,3.60%,0,6
Kepler,,7,14.30%,2.4,2.6,3.9,6.6,8.4,385,79.50%,24.6,708,1.36,0.39,0.42,0.1,-620,-,-,-,-,-,-
Kerberos,,2,100%,6.3,4,2,8.5,7.4,421,44.70%,15.8,492,0.79,0.3,0.12,0.02,-1590,-36,-1404,50%,0%,0,1
Keria,,58,60.30%,4.2,0.6,2.2,8.7,1.9,269,69.30%,9.1,220,3.43,1.92,0.42,0.5,383,9,431,25.90%,6.90%,0,3
Kerry,,15,13.30%,1.2,0.5,5.6,6.2,1,228,65.40%,6.8,167,3.1,1.71,0.4,0.55,-364,-1,-263,33.30%,26.70%,0,1
Ketim,,14,28.60%,2.7,1.9,3.1,6.5,5,315,69.90%,13.7,342,1.27,0.42,0.25,0.29,-387,-13,-521,50%,7.10%,0,1
Kevy,,35,60%,3.5,4.3,3.3,7.5,6.6,388,69.60%,19,535,1.22,0.28,0.27,0.19,117,1,40,42.90%,11.40%,0,2
Kiari,,26,42.30%,2.5,2.3,2.5,3.7,8,386,49.10%,23.1,542,1.12,0.43,0.23,0.17,243,-2,22,15.40%,3.80%,0,6
Kiaya,,39,74.40%,4.6,4,2.4,7.1,8.5,418,59%,23.3,689,1.11,0.47,0.2,0.18,484,12,306,17.90%,0%,0,21
Kick,,13,30.80%,1.9,0.8,4.2,6.9,1.2,235,67.30%,9,189,3.25,1.63,0.43,0.34,-202,-1,-127,23.10%,30.80%,0,1
Kiin,,40,87.50%,4.5,2.5,1.9,6.2,8.3,410,55.40%,19.7,573,1.11,0.43,0.19,0.18,530,10,498,20%,10%,0,12
Kikis,,25,56%,5.2,4.2,2.2,7.5,7.4,397,71.10%,21.4,567,1.25,0.19,0.31,0.16,222,9,405,36%,4%,0,6
Kim Down,,28,42.90%,2.3,0.6,4.5,9.6,0.9,232,58.20%,5.4,149,3.63,2.04,0.38,0.58,-168,-5,-289,21.40%,14.30%,0,-
Kina,,18,33.30%,2,3.1,3.6,4.2,8.8,399,66.10%,31.5,694,0.85,0.34,0.17,0.06,-64,-4,-48,11.10%,11.10%,0,7
Kinatu,,28,39.30%,2.3,2.1,2.7,4,7.5,364,47.10%,15.5,374,0.94,0.38,0.13,0.21,-240,-8,-93,14.30%,3.60%,0,5
Kio,,28,64.30%,4.3,2.4,2.3,7.4,7.6,382,52.50%,18.4,506,1.12,0.44,0.16,0.19,343,6,72,17.90%,0%,0,11
Kireas,,33,57.60%,4.8,3.4,2.6,8.9,5.8,349,70.10%,19.6,491,1.4,0.37,0.32,0.27,-184,-9,-275,27.30%,9.10%,0,6
Kisee,,37,75.70%,6.4,5,1.9,7,9.3,453,74.60%,29.1,789,1.38,0.48,0.31,0.17,383,11,249,21.60%,2.70%,0,21
Kisuke,,16,25%,3.2,4.1,2.8,5,8.1,398,65.10%,25.9,546,0.83,0.33,0.16,0.08,-175,-7,-342,31.30%,0%,0,3
Kituruken,,32,59.40%,3.6,4.1,3.6,9.1,6.8,397,71%,21,649,1.04,0.23,0.2,0.19,249,15,427,25%,6.30%,0,4
KlownZ,,29,55.20%,2.4,0.7,4.7,10.6,1.1,253,63.60%,6.2,172,3.04,1.38,0.44,0.32,-44,2,42,27.60%,17.20%,0,-
Knedla,,2,0%,1.4,1.5,2.5,2,6,318,66.70%,12.2,178,1.08,0.33,0.21,0.31,-1550,-32,-1850,0%,0%,0,-
Kneza,,28,53.60%,4.3,3.4,2.1,5.4,9.8,441,60%,27.7,681,1.12,0.35,0.32,0.1,135,6,52,21.40%,3.60%,0,2
Knight,,46,71.70%,5.5,5,1.9,5.7,9.6,462,62.20%,24.7,703,1.31,0.35,0.38,0.14,386,11,249,0%,0%,0,2
Knighter,,4,50%,4,4.5,2.5,5.5,9.3,446,71.20%,28.6,590,1.12,0.46,0.25,0.13,-158,2,-217,0%,0%,0,2
Ko1eee,,21,47.60%,3.4,3.3,3.5,8.6,6,360,63.20%,16.2,467,1.13,0.31,0.22,0.23,-621,-10,-476,23.80%,9.50%,0,1
Kofte,,34,64.70%,4.2,3.8,2,4.7,9.5,452,62.10%,24.6,640,1.23,0.43,0.23,0.14,482,8,228,8.80%,5.90%,0,12
Koldo,,33,54.50%,4.7,2.4,2.4,8.7,5.7,340,75.90%,17.7,450,1.69,0.52,0.34,0.27,-106,-9,-259,39.40%,15.20%,0,-
Kolios,,18,38.90%,3.1,0.8,3.4,9.8,0.9,236,64.40%,6.6,159,2.84,1.43,0.29,0.35,-28,1,252,27.80%,11.10%,0,-
Kongyue,,21,23.80%,3,2.6,3.1,6.7,6.4,354,76.20%,17.5,444,1.63,0.37,0.4,0.31,-10,7,17,38.10%,9.50%,0,1
Kont,,21,47.60%,3.9,4.4,2.7,6.3,9.2,442,61.90%,25.7,665,0.8,0.3,0.2,0.03,490,11,156,14.30%,4.80%,1,2
Kostakis4,,2,0%,1.6,3,3.5,2.5,8.4,382,54.50%,28.6,635,0.66,0.34,0.14,0.02,-107,-6,-392,0%,0%,0,-
Kozi,,30,56.70%,3.1,3.2,2.5,4.8,7.7,400,56.10%,24.6,616,1,0.43,0.12,0.14,461,2,321,30%,16.70%,0,14
Krastyel,,23,43.50%,2.7,1,3.6,8.6,1.6,249,69.60%,8.8,201,3.35,1.81,0.39,0.52,89,4,223,21.70%,4.30%,0,2
Krempita,,3,0%,0.8,1,4.3,2.3,6.1,297,61%,13.6,298,0.58,0.28,0.03,0.06,-1743,-34,-975,0%,0%,0,-
Krest,,2,50%,3.8,2.5,2,5,8.1,378,37.90%,20.1,460,1.08,0.45,0.16,0.1,79,52,1510,0%,0%,0,-
Krims0n,,7,14.30%,1.9,1.3,4.1,6.7,5.6,325,72.80%,14.5,290,1.17,0.3,0.28,0.21,-873,-19,-860,42.90%,0%,0,-
Kritias,,20,40%,1.8,2,3.6,4.4,7.1,355,39.20%,18.4,488,0.61,0.28,0.1,0,-551,-9,-505,15%,15%,0,5
KryRa,,7,28.60%,4.7,3.1,3,11,6.1,348,85.80%,25.1,717,1.22,0.19,0.31,0.11,95,3,-245,57.10%,0%,0,-
Krysia,,14,35.70%,2.5,2.8,4.1,7.2,5.7,341,74%,18.7,473,1.53,0.41,0.34,0.26,95,-4,-183,35.70%,7.10%,0,4
Kryze,,18,44.40%,2.7,2.6,3.1,5.7,7.8,381,55.50%,18.8,462,0.89,0.34,0.11,0.08,-19,3,204,5.60%,16.70%,0,10
Kulvas,,7,28.60%,2,2.6,3.3,4,7.3,355,56%,21.7,480,0.91,0.43,0.13,0.13,-706,-11,-381,0%,28.60%,0,4
Kurak,,34,79.40%,3.8,1.1,3.6,12.3,1.9,291,69.70%,7.9,250,2.64,1.13,0.39,0.28,309,13,250,23.50%,23.50%,0,2
Kurama Cat,,24,54.20%,3.1,4.5,4,7.9,6.4,383,71.50%,22.1,604,1.09,0.21,0.23,0.22,522,8,506,45.80%,0%,0,12
Kuri,,25,80%,5.1,1,2.8,13.2,1.2,262,79.40%,7.2,194,3.67,2.13,0.35,0.43,156,3,292,56%,4%,0,-
Kuroneel,,18,27.80%,3.6,5.6,3,5.3,8.5,430,71.80%,29.6,746,0.94,0.36,0.16,0.09,-274,-2,67,16.70%,0%,0,12
Kyeahoo,,41,26.80%,3,2.5,2.2,4.2,9.3,407,69%,29.3,656,1.21,0.44,0.29,0.18,-161,-3,-186,22%,12.20%,0,2
Kyouma,,6,0%,1.2,0.7,5,5.3,1,234,70.80%,7.5,181,2.34,1.02,0.26,0.24,-175,1,-13,33.30%,33.30%,0,-
LIMITLESS,,18,5.60%,1.9,3.5,4.1,4.2,6.9,379,68.80%,26.5,632,0.98,0.44,0.22,0.09,-391,-26,-525,22.20%,5.60%,0,2
LP,,11,45.50%,2.7,1.8,2.7,5.5,8.8,405,57.50%,21,478,1.13,0.51,0.34,0.17,-568,-,-,-,-,-,-
Labrov,,37,56.80%,2.9,0.8,3.4,9.1,1.2,246,70.70%,5.4,135,3.75,2.03,0.45,0.5,-5,2,95,18.90%,10.80%,0,1
Lagolinas,,13,46.20%,3.7,3.5,2.6,6.2,8,393,73.50%,26.2,648,0.76,0.37,0.13,0.1,-420,-7,-272,15.40%,15.40%,0,5
Lancer,,52,48.10%,2.3,2.7,3.3,4.8,8,396,57.20%,21.9,562,1.13,0.44,0.17,0.27,154,5,145,19.20%,15.40%,0,14
Larssen,,10,20%,3.7,3.5,1.9,3.6,9.9,436,69.70%,27.1,587,0.84,0.35,0.2,0.08,347,3,56,10%,0%,0,1
Lauva,,28,35.70%,3,1.6,3.2,7.9,5.3,317,71.40%,14.7,363,1.33,0.43,0.29,0.35,-361,-11,-472,28.60%,3.60%,0,2
Lauxio,,15,26.70%,1.6,0.7,5.8,8.6,1.1,235,72.60%,8,181,2.99,1.52,0.35,0.39,-80,2,243,33.30%,46.70%,0,-
LeBron,,40,57.50%,4.4,3.2,2.5,7.9,6.4,366,72.90%,17.6,443,1.39,0.25,0.36,0.24,380,11,403,37.50%,2.50%,0,7
Leandrinn,,20,40%,1.4,3.9,4.9,3.2,8.4,407,52.60%,25.7,638,0.85,0.3,0.26,0.06,-234,-3,-180,30%,10%,0,7
Leaper,,44,47.70%,2.9,2.9,2.3,4,9.6,423,66.80%,26.5,639,1.11,0.35,0.35,0.09,-508,-6,-228,13.60%,9.10%,1,4
Leave,,31,41.90%,3.6,4,2.4,4.8,9.5,447,69.80%,29.6,699,1.41,0.45,0.45,0.11,-64,-,-,-,-,-,-
Legolas,,46,54.30%,4.7,6.8,2.6,5.5,9.7,477,70.80%,28.6,792,0.92,0.29,0.27,0.07,40,0,287,41.30%,10.90%,0,8
Lehends,,40,87.50%,3.3,0.6,3,9.5,2,273,62.40%,6.2,184,3.11,1.69,0.36,0.48,209,12,199,27.50%,22.50%,0,1
Leiruan,,15,20%,1.7,2.3,3.6,3.9,8.2,376,47.90%,23.6,460,1.12,0.47,0.16,0.15,-398,-4,-240,20%,20%,0,7
Lekcyc,,18,44.40%,2.8,0.4,3.5,9.4,1.2,241,72%,6.6,167,3.48,1.81,0.5,0.43,-149,2,63,38.90%,5.60%,0,-
Leks,,20,45%,3.1,2.8,2.4,4.7,7.4,390,52.40%,19,564,0.99,0.42,0.13,0.13,218,5,227,15%,10%,0,7
Leleko,,31,71%,5.1,4,1.9,5.6,9.3,443,59.90%,23.9,676,1.12,0.44,0.23,0.15,-125,6,-21,16.10%,3.20%,0,4
Lellis,,13,7.70%,0.9,1.7,3.8,1.8,7.5,346,52.20%,22.3,434,0.9,0.39,0.13,0.18,-701,-15,-451,23.10%,15.40%,0,5
Lens,,28,57.10%,3.2,5,3.2,5.2,9,437,57.80%,23.3,641,0.72,0.25,0.23,0.04,186,6,261,25%,14.30%,1,9
Leny,,36,58.30%,2.4,2.8,3.5,5.6,7.7,389,52.50%,22,622,0.83,0.37,0.11,0.08,83,1,149,19.40%,19.40%,0,17
Leo,,31,77.40%,6,5.7,2.2,7.3,8.8,460,61.70%,25.2,723,1.58,0.6,0.31,0.18,189,-3,77,19.40%,6.50%,0,7
Leptiru,,9,88.90%,4.6,0.8,2.6,10.9,1,262,66.40%,7,171,3.05,1.46,0.32,0.44,150,0,-193,22.20%,11.10%,0,-
Letter,,2,50%,3,6,3.5,4.5,6.1,373,69.30%,16.2,463,1.01,0.23,0.2,0.21,-1363,-16,-1292,0%,0%,0,-
Levi,,39,74.40%,4,3.9,3.4,9.7,7,399,73.20%,21.4,620,1.71,0.47,0.45,0.26,224,3,159,33.30%,12.80%,0,8
Levitate,,35,51.40%,4.7,4.6,2.3,6.2,9.2,450,67.10%,27,689,1.16,0.4,0.33,0.12,-1,2,-118,11.40%,8.60%,0,2
Levizin,,20,40%,2.7,2,3.1,6.3,5.3,322,71.60%,15,378,1.21,0.3,0.27,0.18,-634,-9,-452,15%,10%,0,3
Leyan,,19,57.90%,3.2,2.6,3.2,7.7,7.2,370,67.60%,21.2,620,1.37,0.36,0.35,0.16,455,-,-,-,-,-,-
Leza,,37,51.40%,3.7,4.3,2.7,5.8,9.6,458,66.50%,27.5,729,1.18,0.43,0.27,0.14,253,12,263,18.90%,10.80%,0,11
Libra,,8,37.50%,2.2,1,2.5,4.5,7.7,359,46.20%,21.9,490,1.04,0.37,0.16,0.12,-600,-16,-630,25%,12.50%,0,1
Licorice,,25,44%,2,2.3,3.2,4,7.7,371,47.10%,18.2,443,1.02,0.41,0.17,0.14,-150,1,-35,4%,20%,0,8
Life,,42,40.50%,2.3,1,4.3,9,1,245,70.80%,7.4,183,3.71,2.09,0.42,0.45,-48,-,-,-,-,-,-
Light,,54,53.70%,6,4.3,1.5,4.8,8.9,433,69.50%,26,633,1.18,0.44,0.33,0.09,-137,-,-,-,-,-,-
Likai,,28,35.70%,2.6,2.3,2.4,3.9,8.1,374,47.20%,20.3,523,0.96,0.42,0.14,0.21,-262,-5,-94,21.40%,14.30%,0,5
LilV,,23,21.70%,3.5,3.7,2.4,4.8,9,410,72.90%,26,666,1.13,0.42,0.31,0.11,-217,10,88,17.40%,17.40%,0,4
Lilipp,,30,60%,2.1,1.4,4.8,8.9,1.1,266,66.90%,8.5,232,3.92,1.99,0.55,0.55,89,-5,-119,26.70%,13.30%,0,3
Lindgarde,,36,58.30%,6,5.8,1.9,5.7,9.5,465,70.70%,30.2,843,0.7,0.22,0.22,0.01,486,12,195,27.80%,11.10%,0,3
Linfeng,,3,33.30%,2.8,6,3.7,4.3,8.1,407,79.60%,27.4,705,0.89,0.39,0.17,0.25,-173,-,-,-,-,-,-
Loki,,46,50%,3.6,3.9,2.6,5.3,9.1,421,71.20%,26.2,663,1.13,0.43,0.27,0.17,-238,-5,-178,30.40%,4.30%,0,5
Lonely,,20,50%,3.4,3.1,2.7,6.1,8.3,411,60%,22.2,542,1.2,0.48,0.25,0.21,102,0,-144,25%,25%,0,3
Look,,1,100%,2.8,1,4,10,0.8,239,84.60%,5.2,110,3.62,1.65,0.4,0.6,-97,-5,-214,100%,0%,0,-
Loopy,,33,57.60%,3.4,0.8,3.3,10.1,1.6,255,62.30%,8.1,209,3.68,1.8,0.5,0.55,-2,0,101,30.30%,12.10%,0,1
LorLor,,23,60.90%,2.9,3.4,2.5,3.9,8.3,410,54.30%,24.1,576,1.2,0.4,0.29,0.15,-381,-6,-394,30.40%,13%,0,8
Lospa,,29,51.70%,2.3,0.6,4,8.8,1,243,67%,5.9,151,3.64,1.89,0.44,0.5,-96,0,-40,44.80%,17.20%,0,-
Lot,,57,57.90%,3.4,3.4,2.5,4.9,8.3,406,56.80%,22.2,585,0.99,0.31,0.23,0.15,488,10,77,17.50%,12.30%,0,21
Lothen,,29,55.20%,5.9,4.6,1.7,5.2,9.3,442,66.80%,25.2,640,1.14,0.37,0.27,0.08,-72,-11,-237,10.30%,3.40%,0,6
Lotuss,,44,70.50%,5,3.2,2.5,9.4,6.8,384,77.20%,18.3,546,1.44,0.37,0.29,0.2,178,6,119,47.70%,9.10%,0,1
LotusxJanna,,2,0%,0.9,1,7,5,1.1,227,58.50%,10.8,202,2.03,1.06,0.28,0.24,-910,1,649,0%,0%,0,-
Luana,,33,57.60%,3,2.5,2.9,6.2,7.4,376,49.70%,18.8,477,0.88,0.33,0.14,0.12,-183,-7,-53,6.10%,12.10%,0,7
Lucid,,49,65.30%,5.8,2.5,2,8.9,6,350,72.40%,13.9,363,1.67,0.46,0.4,0.45,58,0,83,38.80%,6.10%,0,7
Lucker,,18,38.90%,3.5,4.4,2.9,5.9,8.5,425,69.80%,26.3,733,0.73,0.27,0.21,0.01,-473,-5,-241,27.80%,0%,0,3
Lucky,,46,52.20%,2.5,0.7,4.3,10.1,1.3,257,63%,7.1,196,3.49,1.56,0.58,0.32,-64,3,-162,26.10%,17.40%,0,-
Lucy,,33,42.40%,3.3,3.5,2.6,4.9,9.2,422,68.70%,25.8,659,1.07,0.37,0.31,0.12,-179,4,-28,15.20%,21.20%,0,1
Ludwig,,2,0%,0.4,1,8,2,5.3,296,41.50%,16.1,275,0.73,0.24,0.11,0.09,-2006,-33,-870,0%,100%,0,1
Luke,,28,67.90%,3.2,4,3,5.6,9.1,446,53.70%,27.4,764,1.02,0.35,0.2,0.13,-103,-1,-144,21.40%,21.40%,0,9
Luknom,,11,9.10%,1.5,0.9,4,4.9,3,269,58.90%,17.6,396,1.73,0.86,0.15,0.04,-480,-9,-81,9.10%,9.10%,0,1
Lulas,,12,16.70%,3,1.8,3,7.2,5.6,317,75.40%,16.9,448,1.21,0.29,0.25,0.16,-132,-3,-175,33.30%,8.30%,0,-
Lunaris,,24,54.20%,2.8,0.5,4,10.5,0.9,245,65.80%,6.3,166,2.69,1.25,0.29,0.33,-251,-8,-283,16.70%,0%,0,-
Lunatic,,7,0%,1.6,2.1,3.4,3.4,7.5,366,57.10%,19.3,350,0.79,0.32,0.19,0.1,-583,-3,-491,42.90%,14.30%,0,-
Luon,,19,57.90%,3.7,0.6,2.7,9.5,1,242,74.10%,6.5,149,3.49,1.92,0.41,0.5,-8,-1,-147,26.30%,5.30%,0,-
Lure,,51,49%,3.9,3.2,2.2,5.5,8.8,419,67.10%,29,740,1.22,0.47,0.32,0.14,-243,-13,-232,31.40%,9.80%,0,4
Lurox,,46,63%,5.9,2.8,2,8.8,6.3,357,69.20%,14.8,387,1.7,0.51,0.36,0.25,5,-1,45,30.40%,2.20%,0,-
Luuukz,,6,50%,2.2,2.2,4,6.7,5.1,310,58.30%,12,328,1.51,0.41,0.36,0.36,-328,-12,-366,16.70%,16.70%,0,-
Lychee,,18,5.60%,1.3,2.4,4.6,3.5,7.9,366,48%,22.2,530,0.72,0.27,0.16,0.09,-961,-17,-517,16.70%,22.20%,0,7
Lyncas,,10,20%,3.5,1.4,2.3,6.7,5.8,339,78.20%,15.7,355,1.55,0.39,0.27,0.24,-178,0,29,40%,0%,0,-
Lynkez,,18,55.60%,3.5,3.7,2.4,4.7,10,451,57.90%,22,519,1.3,0.38,0.3,0.17,-768,-12,-256,5.60%,5.60%,0,4
Lyonz,,32,71.90%,3.7,1,3.1,10.7,2.1,270,66.20%,7.5,214,3.12,1.64,0.39,0.41,232,12,173,34.40%,9.40%,0,1
Lyrokun,,14,21.40%,2.2,0.6,3,5.9,1.2,233,67.50%,8.6,170,2.63,1.25,0.33,0.23,-279,3,-324,28.60%,7.10%,0,-
M00SEY,,13,53.80%,3.2,1,3.6,10.5,0.8,253,65.70%,6.9,201,3.37,1.95,0.31,0.47,-140,-9,-188,15.40%,15.40%,0,-
M0NK,,21,57.10%,1.9,4.5,5.7,6,7,392,56.30%,24.7,753,1.3,0.54,0.21,0.13,-336,-2,-501,9.50%,38.10%,0,16
M4rth,,25,52%,3.5,6.2,3.6,6.5,7.9,455,67.20%,25.1,741,1.04,0.4,0.22,0.08,-296,-15,-351,16%,12%,0,7
MG,,24,58.30%,5.4,5.3,2.3,6.8,9.1,448,62.90%,29.5,789,1.07,0.34,0.22,0.18,74,0,113,25%,0%,0,6
MKR,,13,15.40%,2.2,4.9,4.1,4.2,8.2,417,63.40%,25.1,613,0.62,0.27,0.18,0.02,-43,1,-247,15.40%,7.70%,0,5
Macaquino,,17,47.10%,3.8,3.2,2.8,7.5,8.5,417,64.80%,25.3,629,1.07,0.41,0.18,0.14,-512,-10,-235,29.40%,11.80%,0,2
Mafro,,21,33.30%,2.3,2.3,4.9,8.9,5.5,335,75.40%,20.1,546,0.9,0.19,0.2,0.15,-207,1,-36,9.50%,4.80%,0,1
Maged,,14,0%,0.6,1.3,5.4,1.9,7.4,340,35.30%,22.4,401,0.58,0.27,0.07,0.04,-777,-6,-843,7.10%,14.30%,0,3
Mahonix,,23,60.90%,3.9,0.6,2.3,8.5,1.2,251,64.30%,7.8,187,3.17,1.65,0.37,0.35,60,2,91,43.50%,4.30%,0,-
MaiYuk,,14,50%,2.3,2.5,3.8,6.4,7.7,384,45.40%,22.1,610,0.73,0.35,0.11,0.06,96,4,119,28.60%,0%,0,9
Makes,,18,16.70%,1,1.7,4.6,2.9,7.6,354,51.20%,22,492,0.85,0.4,0.11,0.1,-576,-3,-518,11.10%,38.90%,0,3
Mali Mrav,,1,100%,3.3,2,4,11,0.9,301,52%,9.5,294,2.72,1.26,0.29,0.24,286,-8,61,0%,0%,0,-
Malrang,,4,25%,2.2,0.3,2.5,5.3,5.3,289,51.40%,12.4,271,1.28,0.39,0.23,0.25,-590,-20,-771,0%,0%,0,-
Manaty,,29,75.90%,6.4,4.3,2.6,11.9,6.6,394,77.20%,19.9,626,1.4,0.32,0.28,0.19,576,13,570,37.90%,10.30%,0,6
Manel,,27,63%,2.3,1.1,4.6,9.6,1.1,250,70%,7,186,3.64,1.88,0.49,0.57,118,0,-20,40.70%,14.80%,0,1
Mangoo,,7,0%,1.6,2.6,3.7,3.4,7.7,375,58.60%,20.5,419,0.76,0.31,0.17,0.09,-599,-15,-168,28.60%,14.30%,0,-
ManoloGap,,13,23.10%,1.9,3.3,4.6,5.5,6.9,364,54.70%,24.1,654,0.81,0.3,0.12,0.12,-275,-8,-150,7.70%,23.10%,0,8
Maple,,28,89.30%,7,5.4,1.5,5,9.7,481,58.20%,28,825,1.35,0.49,0.33,0.2,565,3,255,21.40%,3.60%,0,10
Maple Syrup,,2,0%,0.5,1,5.5,2,6.9,326,32.10%,18.5,474,0.62,0.23,0.13,0,-550,-6,-324,0%,0%,0,-
Marble,,34,79.40%,7.7,6.2,1.8,7.3,9.1,466,66.20%,23.8,737,1.27,0.5,0.35,0.18,402,6,75,14.70%,11.80%,0,2
Marcv1,,2,50%,8.7,4.5,1.5,8.5,9.5,424,80.20%,26.1,657,1.13,0.35,0.27,0.13,-1192,-8,-630,0%,50%,0,-
Mark,,29,37.90%,2.2,0.4,3.3,7.1,1.3,238,68.70%,6.4,146,3.84,2.04,0.56,0.49,-108,-,-,-,-,-,-
Markoon,,10,20%,3.9,1.7,2,6,5.6,317,68.30%,16.1,345,1.5,0.35,0.45,0.26,-203,-8,-417,30%,0%,0,1
Marky,,33,60.60%,2.9,1.9,2.8,6.2,7.7,380,57.20%,18.1,473,0.95,0.34,0.15,0.17,108,1,116,21.20%,6.10%,0,7
Marty,,14,50%,6.7,5.2,1.9,7.6,8.8,439,76.90%,31.7,863,0.76,0.28,0.16,0.04,415,6,63,28.60%,7.10%,0,4
Marvin,,26,80.80%,7,6.3,1.7,5.5,9.5,466,58.70%,20.9,610,1.2,0.47,0.32,0.2,422,10,368,19.20%,3.80%,0,2
Mask,,15,20%,2.5,2.6,2.5,3.5,9.8,414,69.50%,30.6,706,1.35,0.39,0.41,0.16,-90,-1,208,13.30%,13.30%,0,2
Massu,,29,62.10%,6.3,3.9,1.7,6.4,8.6,431,67%,24.4,607,1.29,0.5,0.25,0.13,104,-8,79,34.50%,3.40%,0,1
Matias,,27,44.40%,4.2,4.6,2.4,5.3,9.9,462,75.50%,31.5,735,1.18,0.36,0.41,0.11,85,0,-226,40.70%,3.70%,0,3
